               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.021982,           0.0071023,           0.0074188,               0.959,             0.97737,             0.98249,             0.74538,            0.014945,            0.003605,           0.0021599,             0.00307,             0.00307,             0.00307
                  37,            0.022049,           0.0071221,           0.0081752,             0.96122,             0.97084,             0.97627,             0.74606,            0.014266,           0.0035743,           0.0029421,            0.002872,            0.002872,            0.002872
                  38,            0.021376,           0.0071094,            0.006771,             0.96584,             0.96659,             0.98197,             0.74343,            0.014303,           0.0035893,           0.0020905,            0.002674,            0.002674,            0.002674
                  39,            0.021805,           0.0070063,           0.0071371,             0.95808,             0.97866,             0.98346,             0.74931,            0.014684,           0.0035942,           0.0021223,            0.002476,            0.002476,            0.002476
                  40,            0.020752,           0.0070576,           0.0069865,              0.9709,                0.98,             0.98227,              0.7455,             0.01406,           0.0035993,           0.0023799,            0.002278,            0.002278,            0.002278
                  41,             0.02087,            0.006781,           0.0066032,             0.95757,             0.97308,             0.98035,             0.74438,            0.015007,           0.0036167,           0.0021971,             0.00208,             0.00208,             0.00208
                  42,            0.020787,           0.0069978,           0.0069711,             0.96642,             0.97539,             0.98325,             0.74784,             0.01403,           0.0035832,           0.0022494,            0.001882,            0.001882,            0.001882
                  43,            0.020928,           0.0066572,           0.0071217,             0.96056,             0.97966,             0.98345,             0.75266,            0.013883,           0.0036126,           0.0022833,            0.001684,            0.001684,            0.001684
                  44,              0.0209,           0.0069528,           0.0070185,             0.96212,             0.97768,             0.98019,             0.75157,            0.013877,           0.0035857,           0.0020724,            0.001486,            0.001486,            0.001486
                  45,             0.02037,            0.006887,           0.0065645,             0.96431,             0.97227,             0.98207,             0.75007,            0.013901,           0.0035698,           0.0020635,            0.001288,            0.001288,            0.001288
                  46,            0.020198,            0.006771,           0.0058802,             0.96358,             0.97039,             0.98074,             0.75228,            0.013797,           0.0035393,           0.0020403,             0.00109,             0.00109,             0.00109
                  47,            0.020326,           0.0067819,           0.0061405,             0.95274,             0.99106,             0.98366,             0.75192,            0.013967,           0.0036023,           0.0017985,            0.000892,            0.000892,            0.000892
                  48,            0.020122,           0.0065152,           0.0062112,             0.96685,             0.97726,             0.98361,               0.758,            0.013614,           0.0035631,           0.0018915,            0.000694,            0.000694,            0.000694
                  49,            0.019528,           0.0065909,           0.0056698,              0.9647,             0.97586,             0.98329,             0.75661,            0.013459,           0.0035584,           0.0019974,            0.000496,            0.000496,            0.000496
